w2v_0,w2v_1,w2v_2,w2v_3,w2v_4,w2v_5,w2v_6,w2v_7,w2v_8,w2v_9,w2v_10,w2v_11,w2v_12,w2v_13,w2v_14,w2v_15,w2v_16,w2v_17,w2v_18,w2v_19,w2v_20,w2v_21,w2v_22,w2v_23,w2v_24,w2v_25,w2v_26,w2v_27,w2v_28,w2v_29,w2v_30,w2v_31,w2v_32,w2v_33,w2v_34,w2v_35,w2v_36,w2v_37,w2v_38,w2v_39,w2v_40,w2v_41,w2v_42,w2v_43,w2v_44,w2v_45,w2v_46,w2v_47,w2v_48,w2v_49,w2v_50,w2v_51,w2v_52,w2v_53,w2v_54,w2v_55,w2v_56,w2v_57,w2v_58,w2v_59,w2v_60,w2v_61,w2v_62,w2v_63,w2v_64,w2v_65,w2v_66,w2v_67,w2v_68,w2v_69,w2v_70,w2v_71,w2v_72,w2v_73,w2v_74,w2v_75,w2v_76,w2v_77,w2v_78,w2v_79,w2v_80,w2v_81,w2v_82,w2v_83,w2v_84,w2v_85,w2v_86,w2v_87,w2v_88,w2v_89,w2v_90,w2v_91,w2v_92,w2v_93,w2v_94,w2v_95,w2v_96,w2v_97,w2v_98,w2v_99
0.043903566896915436,-0.2195339798927307,0.03598432242870331,-0.3620488941669464,-0.12193906307220459,0.5227091908454895,0.051595911383628845,0.19279882311820984,-0.2524409592151642,-0.12556767463684082,-0.19658277928829193,0.13329845666885376,-0.13554511964321136,0.23287644982337952,-0.19639357924461365,0.0649409368634224,0.03737737238407135,-0.03820011019706726,-0.13219934701919556,-0.18496856093406677,0.19887524843215942,0.02789171040058136,0.03743206337094307,0.1246047243475914,0.16240546107292175,0.3706419765949249,-0.37954074144363403,0.2215476930141449,-0.1542990803718567,-0.0605115182697773,-0.026864416897296906,-0.0508255660533905,-0.14103898406028748,0.02099757269024849,0.22590507566928864,-0.23595371842384338,-0.10399303585290909,-0.15805836021900177,-0.1120067834854126,-0.03841617703437805,0.16072730720043182,-0.10247345268726349,0.12171507626771927,-0.05932609736919403,-0.2147255539894104,0.29929426312446594,0.04863627254962921,0.18495601415634155,0.11948190629482269,0.09994412958621979,0.19649866223335266,-0.34999826550483704,0.05577726662158966,-0.005549252033233643,-0.14311237633228302,-0.12507329881191254,-0.07687029987573624,0.021283410489559174,0.02722272463142872,0.09490498155355453,-0.002849593758583069,0.030144747346639633,-0.15734730660915375,0.015849590301513672,0.03937689587473869,-0.1030140072107315,0.21689490973949432,-0.17599478363990784,-0.1628553420305252,-0.20976516604423523,-0.037578389048576355,-0.014798134565353394,0.03726223483681679,-0.11429861932992935,0.20029501616954803,-0.05203844606876373,-0.14295688271522522,-0.09948351979255676,0.15521931648254395,0.15705221891403198,0.11688316613435745,-0.10691200196743011,-0.10606902837753296,0.06335622072219849,0.13461320102214813,-0.11949160695075989,-0.12454788386821747,-0.26976051926612854,-0.1267373412847519,0.23855295777320862,-0.1508622169494629,0.11619473993778229,-0.09606557339429855,-0.22160400450229645,0.06503941863775253,-0.11024168878793716,-0.09084919840097427,-0.10526073724031448,-0.060435887426137924,0.20939156413078308
0.023992562666535378,-0.16282051801681519,0.04279447719454765,-0.2295367568731308,-0.09530957788228989,0.423649400472641,0.03430701419711113,0.17131340503692627,-0.25970134139060974,-0.09333586692810059,-0.21045757830142975,0.09462795406579971,-0.10248454660177231,0.21001875400543213,-0.19276326894760132,-0.01329649519175291,-0.04080575704574585,-0.03970335051417351,-0.1168840229511261,-0.12666870653629303,0.12319239228963852,0.04416121914982796,0.1065182313323021,0.05049002170562744,0.1272805780172348,0.29385825991630554,-0.3468571901321411,0.19035638868808746,-0.16606862843036652,-0.11842653155326843,-0.06710231304168701,0.008549973368644714,-0.1379643976688385,0.07395705580711365,0.2134605199098587,-0.14667169749736786,-0.10434836894273758,-0.1444532573223114,-0.16371551156044006,-0.06722447276115417,0.15385164320468903,-0.03371831402182579,0.08354950696229935,-0.09659018367528915,-0.16553503274917603,0.13627523183822632,0.033296700567007065,0.13429486751556396,0.1212354302406311,0.06417273730039597,0.06798576563596725,-0.27903836965560913,0.0819048061966896,0.03294751048088074,-0.21393315494060516,-0.1495685875415802,0.009129340760409832,-0.0467381589114666,0.10273364186286926,0.09315244108438492,-0.00025097528123296797,0.06210744380950928,-0.15822970867156982,-0.007870778441429138,0.13073153793811798,-0.13391143083572388,0.17160172760486603,-0.20394395291805267,-0.07512053102254868,-0.26188531517982483,-0.09357859939336777,-0.005270237568765879,0.05607868358492851,-0.09033402055501938,0.1873605102300644,-0.03831813856959343,-0.0995810255408287,-0.1300508826971054,0.14071111381053925,0.2541046142578125,0.1900833398103714,-0.1920122355222702,-0.15275797247886658,0.12984509766101837,0.003971050027757883,0.01266440749168396,-0.03908887505531311,-0.25698474049568176,-0.13183312118053436,0.19844311475753784,-0.1690717488527298,0.10752501338720322,-0.0921010971069336,-0.2898961007595062,0.11995337158441544,-0.12382803112268448,-0.020394613966345787,-0.11771529167890549,-0.11124065518379211,0.1584378331899643
0.014167104847729206,-0.1861088126897812,0.054441481828689575,-0.2717311680316925,-0.06916984170675278,0.500410258769989,0.1175290122628212,0.23079510033130646,-0.30450722575187683,-0.03138713911175728,-0.3108014166355133,0.12330778688192368,-0.09492520242929459,0.21907806396484375,-0.19347716867923737,0.032282207161188126,-0.1091274619102478,-0.03608037903904915,-0.11897200345993042,-0.1335332840681076,0.11905834078788757,0.10884100198745728,0.1316690593957901,0.00401546573266387,0.1356678456068039,0.27057477831840515,-0.4005756080150604,0.2236728072166443,-0.20238368213176727,-0.1597876101732254,-0.12596799433231354,0.024753520265221596,-0.1704736351966858,0.08944635838270187,0.28616705536842346,-0.156230166554451,-0.10309300571680069,-0.2427937537431717,-0.14628304541110992,-0.06045950576663017,0.20316052436828613,0.015065324492752552,0.09255539625883102,-0.140461266040802,-0.1616842895746231,0.07064592838287354,-0.007232149597257376,0.03077397681772709,0.20035068690776825,0.03729669377207756,0.022229760885238647,-0.2757429778575897,0.1968257576227188,0.015603750944137573,-0.29815706610679626,-0.13453908264636993,0.005651881452649832,-0.08229551464319229,0.14628298580646515,0.14542438089847565,-0.013302053324878216,0.03956250473856926,-0.1764158457517624,-0.012979377992451191,0.18846990168094635,-0.11212452501058578,0.1597704142332077,-0.24031996726989746,-0.005107194185256958,-0.34096208214759827,-0.16463758051395416,-0.07784794270992279,0.11052665114402771,-0.05784847214818001,0.15965236723423004,-0.05585690960288048,-0.10031194239854813,-0.07158466428518295,0.14421428740024567,0.31905844807624817,0.2701588571071625,-0.2853776216506958,-0.18713705241680145,0.17332494258880615,0.0239053163677454,0.06192496418952942,-0.018870318308472633,-0.31077560782432556,-0.2033640742301941,0.16298073530197144,-0.22706890106201172,0.12123941630125046,-0.15792401134967804,-0.3530646562576294,0.21240289509296417,-0.14435800909996033,-0.05044182017445564,-0.1742982715368271,-0.16708974540233612,0.21109606325626373
0.09758935868740082,-0.15912583470344543,0.07467737048864365,-0.29220402240753174,-0.06618348509073257,0.38961559534072876,0.08434932678937912,0.27162376046180725,-0.2448658049106598,-0.051161833107471466,-0.2694850265979767,0.07441366463899612,-0.036188650876283646,0.17847779393196106,-0.17959579825401306,0.040943119674921036,-0.13963942229747772,-0.061690278351306915,-0.1055179238319397,-0.05300196260213852,0.13799290359020233,0.0859072357416153,0.12294667959213257,0.006687875837087631,0.1530950963497162,0.24476736783981323,-0.30617475509643555,0.16926205158233643,-0.1443852335214615,-0.12074314057826996,-0.06078183650970459,0.039849136024713516,-0.1697591096162796,0.04807494953274727,0.14870178699493408,-0.12261693924665451,-0.0656348392367363,-0.25261086225509644,-0.06884720921516418,-0.02103150077164173,0.27446386218070984,-0.09846414625644684,0.11060111969709396,-0.05470132827758789,-0.02136504277586937,0.1183701753616333,-0.05304598808288574,0.023558922111988068,0.16073819994926453,-0.006406456232070923,0.07942301034927368,-0.23826780915260315,0.1482352912425995,-0.014508876949548721,-0.18382522463798523,-0.042427800595760345,-0.028225719928741455,0.07522261142730713,-0.002989707514643669,0.10348164290189743,0.06823191046714783,0.0709444135427475,-0.11616654694080353,-0.045170072466135025,0.12453871220350266,-0.035000793635845184,0.07142531871795654,-0.19833455979824066,-0.07385146617889404,-0.2132292240858078,-0.13355080783367157,-0.049792494624853134,0.07152809202671051,-0.01899302564561367,0.14436987042427063,-0.04288497939705849,-0.05298996716737747,-0.13942253589630127,0.16712430119514465,0.08089063316583633,0.1816282421350479,-0.24980095028877258,-0.1732950657606125,0.09713860601186752,0.015115409158170223,-0.003714103251695633,-0.06507020443677902,-0.22924727201461792,-0.21082670986652374,0.046871617436409,-0.14105035364627838,0.04650533199310303,-0.12657491862773895,-0.22386856377124786,0.1586328148841858,-0.1601106971502304,-0.028020188212394714,-0.13712182641029358,-0.06317687034606934,0.24358756840229034
0.04995763301849365,-0.1458366960287094,0.08023684471845627,-0.2251678854227066,-0.031999457627534866,0.411681205034256,0.13936461508274078,0.2833450734615326,-0.2994571030139923,0.018216749653220177,-0.3594028949737549,0.08405125886201859,-0.028687549754977226,0.18281228840351105,-0.18227864801883698,0.016283666715025902,-0.22713865339756012,-0.05174049362540245,-0.10118439048528671,-0.04555554687976837,0.07847011834383011,0.14751802384853363,0.1886788010597229,-0.07459577172994614,0.12946093082427979,0.18665838241577148,-0.3516649007797241,0.18881571292877197,-0.19577445089817047,-0.19994203746318817,-0.14857959747314453,0.08520331978797913,-0.18962039053440094,0.107497937977314,0.23469822108745575,-0.08067232370376587,-0.07752088457345963,-0.3058287799358368,-0.11750998347997665,-0.04886971786618233,0.2789849042892456,0.017738191410899162,0.08514609187841415,-0.13737808167934418,-0.03277728706598282,-0.04997013136744499,-0.07502032071352005,-0.07682409137487411,0.2278548628091812,-0.03360369801521301,-0.05582067742943764,-0.20125599205493927,0.25846442580223083,0.009630667977035046,-0.3252989649772644,-0.07944207638502121,0.03808160126209259,-0.04633605480194092,0.12614135444164276,0.1511421650648117,0.03408561274409294,0.0667622834444046,-0.14896200597286224,-0.05365915223956108,0.24524444341659546,-0.0667823851108551,0.06279067695140839,-0.2552131414413452,0.05422872304916382,-0.34327149391174316,-0.22861920297145844,-0.10117751359939575,0.1333705633878708,0.005688587669283152,0.1223689392209053,-0.04975459352135658,-0.04033399745821953,-0.09821067005395889,0.1521509438753128,0.26828405261039734,0.3133222460746765,-0.38063690066337585,-0.2319543957710266,0.19584651291370392,-0.05575987696647644,0.13910996913909912,0.020781466737389565,-0.2837667763233185,-0.2594236433506012,0.035193171352148056,-0.22052766382694244,0.07477980852127075,-0.1782635897397995,-0.3545743525028229,0.2747984826564789,-0.17760401964187622,-0.008555815555155277,-0.19553899765014648,-0.16891705989837646,0.23389339447021484
0.023992562666535378,-0.16282051801681519,0.04279447719454765,-0.2295367568731308,-0.09530957788228989,0.423649400472641,0.03430701419711113,0.17131340503692627,-0.25970134139060974,-0.09333586692810059,-0.21045757830142975,0.09462795406579971,-0.10248454660177231,0.21001875400543213,-0.19276326894760132,-0.01329649519175291,-0.04080575704574585,-0.03970335051417351,-0.1168840229511261,-0.12666870653629303,0.12319239228963852,0.04416121914982796,0.1065182313323021,0.05049002170562744,0.1272805780172348,0.29385825991630554,-0.3468571901321411,0.19035638868808746,-0.16606862843036652,-0.11842653155326843,-0.06710231304168701,0.008549973368644714,-0.1379643976688385,0.07395705580711365,0.2134605199098587,-0.14667169749736786,-0.10434836894273758,-0.1444532573223114,-0.16371551156044006,-0.06722447276115417,0.15385164320468903,-0.03371831402182579,0.08354950696229935,-0.09659018367528915,-0.16553503274917603,0.13627523183822632,0.033296700567007065,0.13429486751556396,0.1212354302406311,0.06417273730039597,0.06798576563596725,-0.27903836965560913,0.0819048061966896,0.03294751048088074,-0.21393315494060516,-0.1495685875415802,0.009129340760409832,-0.0467381589114666,0.10273364186286926,0.09315244108438492,-0.00025097528123296797,0.06210744380950928,-0.15822970867156982,-0.007870778441429138,0.13073153793811798,-0.13391143083572388,0.17160172760486603,-0.20394395291805267,-0.07512053102254868,-0.26188531517982483,-0.09357859939336777,-0.005270237568765879,0.05607868358492851,-0.09033402055501938,0.1873605102300644,-0.03831813856959343,-0.0995810255408287,-0.1300508826971054,0.14071111381053925,0.2541046142578125,0.1900833398103714,-0.1920122355222702,-0.15275797247886658,0.12984509766101837,0.003971050027757883,0.01266440749168396,-0.03908887505531311,-0.25698474049568176,-0.13183312118053436,0.19844311475753784,-0.1690717488527298,0.10752501338720322,-0.0921010971069336,-0.2898961007595062,0.11995337158441544,-0.12382803112268448,-0.020394613966345787,-0.11771529167890549,-0.11124065518379211,0.1584378331899643
0.043903566896915436,-0.2195339798927307,0.03598432242870331,-0.3620488941669464,-0.12193906307220459,0.5227091908454895,0.051595911383628845,0.19279882311820984,-0.2524409592151642,-0.12556767463684082,-0.19658277928829193,0.13329845666885376,-0.13554511964321136,0.23287644982337952,-0.19639357924461365,0.0649409368634224,0.03737737238407135,-0.03820011019706726,-0.13219934701919556,-0.18496856093406677,0.19887524843215942,0.02789171040058136,0.03743206337094307,0.1246047243475914,0.16240546107292175,0.3706419765949249,-0.37954074144363403,0.2215476930141449,-0.1542990803718567,-0.0605115182697773,-0.026864416897296906,-0.0508255660533905,-0.14103898406028748,0.02099757269024849,0.22590507566928864,-0.23595371842384338,-0.10399303585290909,-0.15805836021900177,-0.1120067834854126,-0.03841617703437805,0.16072730720043182,-0.10247345268726349,0.12171507626771927,-0.05932609736919403,-0.2147255539894104,0.29929426312446594,0.04863627254962921,0.18495601415634155,0.11948190629482269,0.09994412958621979,0.19649866223335266,-0.34999826550483704,0.05577726662158966,-0.005549252033233643,-0.14311237633228302,-0.12507329881191254,-0.07687029987573624,0.021283410489559174,0.02722272463142872,0.09490498155355453,-0.002849593758583069,0.030144747346639633,-0.15734730660915375,0.015849590301513672,0.03937689587473869,-0.1030140072107315,0.21689490973949432,-0.17599478363990784,-0.1628553420305252,-0.20976516604423523,-0.037578389048576355,-0.014798134565353394,0.03726223483681679,-0.11429861932992935,0.20029501616954803,-0.05203844606876373,-0.14295688271522522,-0.09948351979255676,0.15521931648254395,0.15705221891403198,0.11688316613435745,-0.10691200196743011,-0.10606902837753296,0.06335622072219849,0.13461320102214813,-0.11949160695075989,-0.12454788386821747,-0.26976051926612854,-0.1267373412847519,0.23855295777320862,-0.1508622169494629,0.11619473993778229,-0.09606557339429855,-0.22160400450229645,0.06503941863775253,-0.11024168878793716,-0.09084919840097427,-0.10526073724031448,-0.060435887426137924,0.20939156413078308
0.043903566896915436,-0.2195339798927307,0.03598432242870331,-0.3620488941669464,-0.12193906307220459,0.5227091908454895,0.051595911383628845,0.19279882311820984,-0.2524409592151642,-0.12556767463684082,-0.19658277928829193,0.13329845666885376,-0.13554511964321136,0.23287644982337952,-0.19639357924461365,0.0649409368634224,0.03737737238407135,-0.03820011019706726,-0.13219934701919556,-0.18496856093406677,0.19887524843215942,0.02789171040058136,0.03743206337094307,0.1246047243475914,0.16240546107292175,0.3706419765949249,-0.37954074144363403,0.2215476930141449,-0.1542990803718567,-0.0605115182697773,-0.026864416897296906,-0.0508255660533905,-0.14103898406028748,0.02099757269024849,0.22590507566928864,-0.23595371842384338,-0.10399303585290909,-0.15805836021900177,-0.1120067834854126,-0.03841617703437805,0.16072730720043182,-0.10247345268726349,0.12171507626771927,-0.05932609736919403,-0.2147255539894104,0.29929426312446594,0.04863627254962921,0.18495601415634155,0.11948190629482269,0.09994412958621979,0.19649866223335266,-0.34999826550483704,0.05577726662158966,-0.005549252033233643,-0.14311237633228302,-0.12507329881191254,-0.07687029987573624,0.021283410489559174,0.02722272463142872,0.09490498155355453,-0.002849593758583069,0.030144747346639633,-0.15734730660915375,0.015849590301513672,0.03937689587473869,-0.1030140072107315,0.21689490973949432,-0.17599478363990784,-0.1628553420305252,-0.20976516604423523,-0.037578389048576355,-0.014798134565353394,0.03726223483681679,-0.11429861932992935,0.20029501616954803,-0.05203844606876373,-0.14295688271522522,-0.09948351979255676,0.15521931648254395,0.15705221891403198,0.11688316613435745,-0.10691200196743011,-0.10606902837753296,0.06335622072219849,0.13461320102214813,-0.11949160695075989,-0.12454788386821747,-0.26976051926612854,-0.1267373412847519,0.23855295777320862,-0.1508622169494629,0.11619473993778229,-0.09606557339429855,-0.22160400450229645,0.06503941863775253,-0.11024168878793716,-0.09084919840097427,-0.10526073724031448,-0.060435887426137924,0.20939156413078308
0.043903566896915436,-0.2195339798927307,0.03598432242870331,-0.3620488941669464,-0.12193906307220459,0.5227091908454895,0.051595911383628845,0.19279882311820984,-0.2524409592151642,-0.12556767463684082,-0.19658277928829193,0.13329845666885376,-0.13554511964321136,0.23287644982337952,-0.19639357924461365,0.0649409368634224,0.03737737238407135,-0.03820011019706726,-0.13219934701919556,-0.18496856093406677,0.19887524843215942,0.02789171040058136,0.03743206337094307,0.1246047243475914,0.16240546107292175,0.3706419765949249,-0.37954074144363403,0.2215476930141449,-0.1542990803718567,-0.0605115182697773,-0.026864416897296906,-0.0508255660533905,-0.14103898406028748,0.02099757269024849,0.22590507566928864,-0.23595371842384338,-0.10399303585290909,-0.15805836021900177,-0.1120067834854126,-0.03841617703437805,0.16072730720043182,-0.10247345268726349,0.12171507626771927,-0.05932609736919403,-0.2147255539894104,0.29929426312446594,0.04863627254962921,0.18495601415634155,0.11948190629482269,0.09994412958621979,0.19649866223335266,-0.34999826550483704,0.05577726662158966,-0.005549252033233643,-0.14311237633228302,-0.12507329881191254,-0.07687029987573624,0.021283410489559174,0.02722272463142872,0.09490498155355453,-0.002849593758583069,0.030144747346639633,-0.15734730660915375,0.015849590301513672,0.03937689587473869,-0.1030140072107315,0.21689490973949432,-0.17599478363990784,-0.1628553420305252,-0.20976516604423523,-0.037578389048576355,-0.014798134565353394,0.03726223483681679,-0.11429861932992935,0.20029501616954803,-0.05203844606876373,-0.14295688271522522,-0.09948351979255676,0.15521931648254395,0.15705221891403198,0.11688316613435745,-0.10691200196743011,-0.10606902837753296,0.06335622072219849,0.13461320102214813,-0.11949160695075989,-0.12454788386821747,-0.26976051926612854,-0.1267373412847519,0.23855295777320862,-0.1508622169494629,0.11619473993778229,-0.09606557339429855,-0.22160400450229645,0.06503941863775253,-0.11024168878793716,-0.09084919840097427,-0.10526073724031448,-0.060435887426137924,0.20939156413078308
0.043903566896915436,-0.2195339798927307,0.03598432242870331,-0.3620488941669464,-0.12193906307220459,0.5227091908454895,0.051595911383628845,0.19279882311820984,-0.2524409592151642,-0.12556767463684082,-0.19658277928829193,0.13329845666885376,-0.13554511964321136,0.23287644982337952,-0.19639357924461365,0.0649409368634224,0.03737737238407135,-0.03820011019706726,-0.13219934701919556,-0.18496856093406677,0.19887524843215942,0.02789171040058136,0.03743206337094307,0.1246047243475914,0.16240546107292175,0.3706419765949249,-0.37954074144363403,0.2215476930141449,-0.1542990803718567,-0.0605115182697773,-0.026864416897296906,-0.0508255660533905,-0.14103898406028748,0.02099757269024849,0.22590507566928864,-0.23595371842384338,-0.10399303585290909,-0.15805836021900177,-0.1120067834854126,-0.03841617703437805,0.16072730720043182,-0.10247345268726349,0.12171507626771927,-0.05932609736919403,-0.2147255539894104,0.29929426312446594,0.04863627254962921,0.18495601415634155,0.11948190629482269,0.09994412958621979,0.19649866223335266,-0.34999826550483704,0.05577726662158966,-0.005549252033233643,-0.14311237633228302,-0.12507329881191254,-0.07687029987573624,0.021283410489559174,0.02722272463142872,0.09490498155355453,-0.002849593758583069,0.030144747346639633,-0.15734730660915375,0.015849590301513672,0.03937689587473869,-0.1030140072107315,0.21689490973949432,-0.17599478363990784,-0.1628553420305252,-0.20976516604423523,-0.037578389048576355,-0.014798134565353394,0.03726223483681679,-0.11429861932992935,0.20029501616954803,-0.05203844606876373,-0.14295688271522522,-0.09948351979255676,0.15521931648254395,0.15705221891403198,0.11688316613435745,-0.10691200196743011,-0.10606902837753296,0.06335622072219849,0.13461320102214813,-0.11949160695075989,-0.12454788386821747,-0.26976051926612854,-0.1267373412847519,0.23855295777320862,-0.1508622169494629,0.11619473993778229,-0.09606557339429855,-0.22160400450229645,0.06503941863775253,-0.11024168878793716,-0.09084919840097427,-0.10526073724031448,-0.060435887426137924,0.20939156413078308
0.043903566896915436,-0.2195339798927307,0.03598432242870331,-0.3620488941669464,-0.12193906307220459,0.5227091908454895,0.051595911383628845,0.19279882311820984,-0.2524409592151642,-0.12556767463684082,-0.19658277928829193,0.13329845666885376,-0.13554511964321136,0.23287644982337952,-0.19639357924461365,0.0649409368634224,0.03737737238407135,-0.03820011019706726,-0.13219934701919556,-0.18496856093406677,0.19887524843215942,0.02789171040058136,0.03743206337094307,0.1246047243475914,0.16240546107292175,0.3706419765949249,-0.37954074144363403,0.2215476930141449,-0.1542990803718567,-0.0605115182697773,-0.026864416897296906,-0.0508255660533905,-0.14103898406028748,0.02099757269024849,0.22590507566928864,-0.23595371842384338,-0.10399303585290909,-0.15805836021900177,-0.1120067834854126,-0.03841617703437805,0.16072730720043182,-0.10247345268726349,0.12171507626771927,-0.05932609736919403,-0.2147255539894104,0.29929426312446594,0.04863627254962921,0.18495601415634155,0.11948190629482269,0.09994412958621979,0.19649866223335266,-0.34999826550483704,0.05577726662158966,-0.005549252033233643,-0.14311237633228302,-0.12507329881191254,-0.07687029987573624,0.021283410489559174,0.02722272463142872,0.09490498155355453,-0.002849593758583069,0.030144747346639633,-0.15734730660915375,0.015849590301513672,0.03937689587473869,-0.1030140072107315,0.21689490973949432,-0.17599478363990784,-0.1628553420305252,-0.20976516604423523,-0.037578389048576355,-0.014798134565353394,0.03726223483681679,-0.11429861932992935,0.20029501616954803,-0.05203844606876373,-0.14295688271522522,-0.09948351979255676,0.15521931648254395,0.15705221891403198,0.11688316613435745,-0.10691200196743011,-0.10606902837753296,0.06335622072219849,0.13461320102214813,-0.11949160695075989,-0.12454788386821747,-0.26976051926612854,-0.1267373412847519,0.23855295777320862,-0.1508622169494629,0.11619473993778229,-0.09606557339429855,-0.22160400450229645,0.06503941863775253,-0.11024168878793716,-0.09084919840097427,-0.10526073724031448,-0.060435887426137924,0.20939156413078308
0.014167104847729206,-0.1861088126897812,0.054441481828689575,-0.2717311680316925,-0.06916984170675278,0.500410258769989,0.1175290122628212,0.23079510033130646,-0.30450722575187683,-0.03138713911175728,-0.3108014166355133,0.12330778688192368,-0.09492520242929459,0.21907806396484375,-0.19347716867923737,0.032282207161188126,-0.1091274619102478,-0.03608037903904915,-0.11897200345993042,-0.1335332840681076,0.11905834078788757,0.10884100198745728,0.1316690593957901,0.00401546573266387,0.1356678456068039,0.27057477831840515,-0.4005756080150604,0.2236728072166443,-0.20238368213176727,-0.1597876101732254,-0.12596799433231354,0.024753520265221596,-0.1704736351966858,0.08944635838270187,0.28616705536842346,-0.156230166554451,-0.10309300571680069,-0.2427937537431717,-0.14628304541110992,-0.06045950576663017,0.20316052436828613,0.015065324492752552,0.09255539625883102,-0.140461266040802,-0.1616842895746231,0.07064592838287354,-0.007232149597257376,0.03077397681772709,0.20035068690776825,0.03729669377207756,0.022229760885238647,-0.2757429778575897,0.1968257576227188,0.015603750944137573,-0.29815706610679626,-0.13453908264636993,0.005651881452649832,-0.08229551464319229,0.14628298580646515,0.14542438089847565,-0.013302053324878216,0.03956250473856926,-0.1764158457517624,-0.012979377992451191,0.18846990168094635,-0.11212452501058578,0.1597704142332077,-0.24031996726989746,-0.005107194185256958,-0.34096208214759827,-0.16463758051395416,-0.07784794270992279,0.11052665114402771,-0.05784847214818001,0.15965236723423004,-0.05585690960288048,-0.10031194239854813,-0.07158466428518295,0.14421428740024567,0.31905844807624817,0.2701588571071625,-0.2853776216506958,-0.18713705241680145,0.17332494258880615,0.0239053163677454,0.06192496418952942,-0.018870318308472633,-0.31077560782432556,-0.2033640742301941,0.16298073530197144,-0.22706890106201172,0.12123941630125046,-0.15792401134967804,-0.3530646562576294,0.21240289509296417,-0.14435800909996033,-0.05044182017445564,-0.1742982715368271,-0.16708974540233612,0.21109606325626373
0.023992562666535378,-0.16282051801681519,0.04279447719454765,-0.2295367568731308,-0.09530957788228989,0.423649400472641,0.03430701419711113,0.17131340503692627,-0.25970134139060974,-0.09333586692810059,-0.21045757830142975,0.09462795406579971,-0.10248454660177231,0.21001875400543213,-0.19276326894760132,-0.01329649519175291,-0.04080575704574585,-0.03970335051417351,-0.1168840229511261,-0.12666870653629303,0.12319239228963852,0.04416121914982796,0.1065182313323021,0.05049002170562744,0.1272805780172348,0.29385825991630554,-0.3468571901321411,0.19035638868808746,-0.16606862843036652,-0.11842653155326843,-0.06710231304168701,0.008549973368644714,-0.1379643976688385,0.07395705580711365,0.2134605199098587,-0.14667169749736786,-0.10434836894273758,-0.1444532573223114,-0.16371551156044006,-0.06722447276115417,0.15385164320468903,-0.03371831402182579,0.08354950696229935,-0.09659018367528915,-0.16553503274917603,0.13627523183822632,0.033296700567007065,0.13429486751556396,0.1212354302406311,0.06417273730039597,0.06798576563596725,-0.27903836965560913,0.0819048061966896,0.03294751048088074,-0.21393315494060516,-0.1495685875415802,0.009129340760409832,-0.0467381589114666,0.10273364186286926,0.09315244108438492,-0.00025097528123296797,0.06210744380950928,-0.15822970867156982,-0.007870778441429138,0.13073153793811798,-0.13391143083572388,0.17160172760486603,-0.20394395291805267,-0.07512053102254868,-0.26188531517982483,-0.09357859939336777,-0.005270237568765879,0.05607868358492851,-0.09033402055501938,0.1873605102300644,-0.03831813856959343,-0.0995810255408287,-0.1300508826971054,0.14071111381053925,0.2541046142578125,0.1900833398103714,-0.1920122355222702,-0.15275797247886658,0.12984509766101837,0.003971050027757883,0.01266440749168396,-0.03908887505531311,-0.25698474049568176,-0.13183312118053436,0.19844311475753784,-0.1690717488527298,0.10752501338720322,-0.0921010971069336,-0.2898961007595062,0.11995337158441544,-0.12382803112268448,-0.020394613966345787,-0.11771529167890549,-0.11124065518379211,0.1584378331899643
0.014167104847729206,-0.1861088126897812,0.054441481828689575,-0.2717311680316925,-0.06916984170675278,0.500410258769989,0.1175290122628212,0.23079510033130646,-0.30450722575187683,-0.03138713911175728,-0.3108014166355133,0.12330778688192368,-0.09492520242929459,0.21907806396484375,-0.19347716867923737,0.032282207161188126,-0.1091274619102478,-0.03608037903904915,-0.11897200345993042,-0.1335332840681076,0.11905834078788757,0.10884100198745728,0.1316690593957901,0.00401546573266387,0.1356678456068039,0.27057477831840515,-0.4005756080150604,0.2236728072166443,-0.20238368213176727,-0.1597876101732254,-0.12596799433231354,0.024753520265221596,-0.1704736351966858,0.08944635838270187,0.28616705536842346,-0.156230166554451,-0.10309300571680069,-0.2427937537431717,-0.14628304541110992,-0.06045950576663017,0.20316052436828613,0.015065324492752552,0.09255539625883102,-0.140461266040802,-0.1616842895746231,0.07064592838287354,-0.007232149597257376,0.03077397681772709,0.20035068690776825,0.03729669377207756,0.022229760885238647,-0.2757429778575897,0.1968257576227188,0.015603750944137573,-0.29815706610679626,-0.13453908264636993,0.005651881452649832,-0.08229551464319229,0.14628298580646515,0.14542438089847565,-0.013302053324878216,0.03956250473856926,-0.1764158457517624,-0.012979377992451191,0.18846990168094635,-0.11212452501058578,0.1597704142332077,-0.24031996726989746,-0.005107194185256958,-0.34096208214759827,-0.16463758051395416,-0.07784794270992279,0.11052665114402771,-0.05784847214818001,0.15965236723423004,-0.05585690960288048,-0.10031194239854813,-0.07158466428518295,0.14421428740024567,0.31905844807624817,0.2701588571071625,-0.2853776216506958,-0.18713705241680145,0.17332494258880615,0.0239053163677454,0.06192496418952942,-0.018870318308472633,-0.31077560782432556,-0.2033640742301941,0.16298073530197144,-0.22706890106201172,0.12123941630125046,-0.15792401134967804,-0.3530646562576294,0.21240289509296417,-0.14435800909996033,-0.05044182017445564,-0.1742982715368271,-0.16708974540233612,0.21109606325626373
